?city ?year ?population .
<http://dbpedia.org/resource/Garden%20Grove%20%28CA%29> "2000" "165196"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Garland%20%28TX%29> "2000" "215768"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gary> "2000" "102746"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Gilbert%20%28AZ%29> "2000" "109697"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Glendale> "2000" "218812"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Glendale> "2000" "194973"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Grand%20Prairie> "2000" "127427"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Grand%20Rapids> "2000" "197800"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Grand%20Rapids> "2000" "539080"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Green%20Bay%20%28WI%29> "2000" "102313"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Green%20Bay%20%28WI%29> "2000" "187316"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greensboro> "2000" "223891"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Greensboro> "2000" "267884"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Hampton> "2000" "146437"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Hartford> "2000" "121578"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Hartford> "2000" "851535"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Hayward> "2000" "140030"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Henderson> "2000" "175381"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Hialeah> "2000" "226419"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Hollywood> "2000" "139357"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Urban%20Honolulu%20%28HI%29> "2000" "371657"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Urban%20Honolulu%20%28HI%29> "2000" "718182"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Houston> "2000" "1953631"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Houston> "2000" "3822509"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Huntington%20Beach> "2000" "189594"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Huntsville> "2000" "158216"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Huntsville> "2000" "213253"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Independence> "2000" "113288"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Indianapolis> "2000" "791926"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Indianapolis> "2000" "1218919"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Inglewood> "2000" "112580"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Irvine> "2000" "143072"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Irving> "2000" "191615"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Jackson%20%28MS%29> "2000" "184256"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Jackson%20%28MS%29> "2000" "292637"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Jacksonville> "2000" "735617"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Jacksonville> "2000" "882295"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Jersey%20City> "2000" "240055"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Joliet> "2000" "106221"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Kansas%20City%20%28KS%29> "2000" "146866"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Kansas%20City%20%28MO%29> "2000" "441545"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Kansas%20City%20%28MO%29> "2000" "1361744"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Knoxville> "2000" "173890"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Knoxville> "2000" "419830"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lafayette%20%28LA%29> "2000" "110257"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lafayette%20%28LA%29> "2000" "178079"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lakewood> "2000" "144126"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lancaster%20%28CA%29> "2000" "118718"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lancaster%20%28CA%29> "2000" "263532"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lansing> "2000" "119128"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lansing> "2000" "300032"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Laredo%20%28TX%29> "2000" "176576"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Las%20Vegas> "2000" "478434"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Las%20Vegas> "2000" "1314357"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lexington-Fayette> "2000" "260512"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lincoln%2C_England> "2000" "225581"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lincoln%2C_England> "2000" "226582"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Little%20Rock> "2000" "183133"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Little%20Rock> "2000" "360331"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Livonia> "2000" "100545"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Long%20Beach> "2000" "461522"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Los%20Angeles> "2000" "3694820"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Los%20Angeles> "2000" "11789487"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Louisville> "2000" "256231"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Louisville> "2000" "863582"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lowell> "2000" "105167"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lubbock> "2000" "199564"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Lubbock> "2000" "202225"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Madison> "2000" "208054"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Madison> "2000" "329533"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Manchester> "2000" "107006"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Manchester> "2000" "143549"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Mcallen> "2000" "106414"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Mcallen> "2000" "523144"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Memphis> "2000" "650100"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Memphis> "2000" "972091"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Mesa%20%28AZ%29> "2000" "396375"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Mesquite%20%28TX%29> "2000" "124523"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Miami> "2000" "362470"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Miami> "2000" "4919036"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Milwaukee> "2000" "596974"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Milwaukee> "2000" "1308913"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Minneapolis> "2000" "382618"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Minneapolis> "2000" "2388593"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Mobile%20%28AL%29> "2000" "198915"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Mobile%20%28AL%29> "2000" "317605"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Modesto> "2000" "188856"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Modesto> "2000" "310945"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Montgomery%20%28AL%29> "2000" "201568"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Moreno%20Valley> "2000" "142381"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Naperville> "2000" "128358"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Nashville-Davidson> "2000" "569891"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Nashville-Davidson> "2000" "749935"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/New%20Haven> "2000" "123626"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/New%20Haven> "2000" "531314"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/New%20Orleans> "2000" "484674"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/New%20Orleans> "2000" "1009283"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/New_York_City> "2000" "8008278"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/New_York_City> "2000" "17799861"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Newark%20%28NJ%29> "2000" "273546"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Newport%20News> "2000" "180150"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Norfolk> "2000" "234403"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/North%20Las%20Vegas%20%28NV%29> "2000" "115488"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Norwalk> "2000" "103298"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Oakland> "2000" "399484"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Oceanside> "2000" "161029"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Odessa> "2000" "1"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Oklahoma%20City> "2000" "506132"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Oklahoma%20City> "2000" "747003"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Omaha> "2000" "390007"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Omaha> "2000" "626623"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Ontario> "2000" "158007"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Orange%20%28CA%29> "2000" "128821"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Orlando> "2000" "185951"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Orlando> "2000" "1157431"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Overland%20Park> "2000" "149080"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Oxnard> "2000" "170358"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Oxnard> "2000" "337591"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Palmdale> "2000" "116670"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pasadena%20%28CA%29> "2000" "133936"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pasadena%20%28TX%29> "2000" "141674"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Paterson%20%28NJ%29> "2000" "149222"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pembroke%20Pines> "2000" "137427"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Peoria> "2000" "108364"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Peoria> "2000" "112936"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Peoria> "2000" "247172"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Philadelphia> "2000" "1517550"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Philadelphia> "2000" "5149079"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Phoenix%20%28AZ%29> "2000" "1321045"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Phoenix%20%28AZ%29> "2000" "2907049"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pittsburgh> "2000" "334563"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pittsburgh> "2000" "1753136"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Plano> "2000" "222030"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pomona> "2000" "149473"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Portland> "2000" "529121"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Portland> "2000" "1583138"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Portsmouth> "2000" "100565"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Providence%20%28RI%29> "2000" "173618"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Providence%20%28RI%29> "2000" "1174548"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Provo%20%28UT%29> "2000" "105166"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Provo%20%28UT%29> "2000" "303680"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pueblo%20%28CO%29> "2000" "102121"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Pueblo%20%28CO%29> "2000" "123351"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Raleigh> "2000" "276093"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Raleigh> "2000" "541527"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Rancho%20Cucamonga> "2000" "127743"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Reno> "2000" "180480"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Reno> "2000" "303689"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Richmond%20%28VA%29> "2000" "197790"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Richmond%20%28VA%29> "2000" "818836"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Riverside> "2000" "255166"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Riverside> "2000" "1506816"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Rochester> "2000" "219773"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Rochester> "2000" "694396"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Rockford> "2000" "150115"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Rockford> "2000" "270414"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sacramento> "2000" "407018"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Sacramento> "2000" "1393498"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Salem> "2000" "136924"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Salem> "2000" "207229"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Salinas%20%28CA%29> "2000" "151060"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Salinas%20%28CA%29> "2000" "179173"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Salt%20Lake%20City> "2000" "181743"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Salt%20Lake%20City> "2000" "887650"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/San%20Antonio> "2000" "1144646"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/San%20Antonio> "2000" "1327554"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/San%20Bernardino> "2000" "185401"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/San%20Buenaventura%20%28CA%29> "2000" "100916"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/San%20Diego> "2000" "1223400"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/San%20Diego> "2000" "2674436"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/San_Francisco> "2000" "776733"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/San_Francisco> "2000" "2995769"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/San%20Jose> "2000" "894943"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/San%20Jose> "2000" "1538312"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Santa%20Ana> "2000" "337977"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Santa%20Clara> "2000" "102361"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Santa%20Clarita%20%28CA%29> "2000" "151088"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Santa%20Clarita%20%28CA%29> "2000" "170481"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Santa%20Rosa> "2000" "147595"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Santa%20Rosa> "2000" "285408"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Savannah%20%28GA%29> "2000" "131510"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Savannah%20%28GA%29> "2000" "208886"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Scottsdale> "2000" "202705"^^<http://www.w3.org/2001/XMLSchema#double> .
<http://dbpedia.org/resource/Seattle> "2000" "563374"^^<http://www.w3.org/2001/XMLSchema#double> .
